# Postprocessed results of turbulent pipe flow 
# Velocity fluctuations 
# ------------------------------------------------------------------
# uTau = 0.0241079 
# nu = 1.20482e-05 
# ------------------------------------------------------------------
# r	 1-r	 y+	 urur	 utut	 uzuz	 urut	 uruz	 utuz	 
# ------------------------------------------------------------------
0.912733059687460	0.0872669403125400	174.694526322364	1.22724411920081	1.90832252559481	4.28538482114676	9.39373200000000e-05	-0.897648988158670	-0.00480847207522350
0.911619917152973	0.0883800828470270	176.922860524240	1.22646291181452	1.90260469727478	4.27827489094235	0.000110608100000000	-0.896690684658497	-0.00477542040204920
0.910500454874393	0.0894995451256070	179.163845848028	1.22567192044164	1.89691989575568	4.27117981399968	0.000104184300000000	-0.895723424834991	-0.00473681626510980
0.909374690666895	0.0906253093331050	181.417446630583	1.22487155530042	1.89126789353005	4.26409630587373	0.000120875000000000	-0.894747312935612	-0.00469600557717607
0.908242642436366	0.0917573575636340	183.683627027169	1.22406201445427	1.88564942031782	4.25702162901631	0.000104644600000000	-0.893762194210034	-0.00465562596820732
0.907104328179100	0.0928956718209000	185.962351012070	1.22324338551006	1.88006584432566	4.24995288124945	9.70956200000000e-05	-0.892767917996785	-0.00461740456946647
0.905959765981502	0.0940402340184980	188.253582379180	1.22241570311618	1.87451873036355	4.24288763364244	0.000111859100000000	-0.891764522167456	-0.00458253482932837
0.904808974019777	0.0951910259802230	190.557284742631	1.22157907987462	1.86900972116160	4.23582388203418	0.000122141900000000	-0.890752119974337	-0.00455191374655978
0.903651970559629	0.0963480294403710	192.873421537390	1.22073368679592	1.86354100412480	4.22875960891689	0.000124599600000000	-0.889730850121743	-0.00452615046805377
0.902488773955955	0.0975112260440451	195.201956019874	1.21987975110521	1.85811552315445	4.22169236000426	0.000139504700000000	-0.888700987797819	-0.00450518678498009
0.901319402652534	0.0986805973474660	197.542851268573	1.21901751861409	1.85273638849520	4.21461977644355	0.000123337900000000	-0.887662810549706	-0.00448842525066431
0.900143875181723	0.0998561248182770	199.896070184657	1.21814731989334	1.84740562977113	4.20754004567399	0.000136971100000000	-0.886616580311087	-0.00447533554470813
0.898962210164150	0.101037789835850	202.261575492592	1.21726953630618	1.84212297100162	4.20045080244742	0.000127539300000000	-0.885562454600319	-0.00446544571383153
0.897774426308399	0.102225573691601	204.639329740772	1.21638453248751	1.83688622478642	4.19334853617006	0.000117843300000000	-0.884500452060173	-0.00445790981967140
0.896580542410705	0.103419457589295	207.029295302124	1.21549268877081	1.83169273915099	4.18623070440097	0.000139726500000000	-0.883430228977206	-0.00445153148096400
0.895380577354638	0.104619422645362	209.431434374747	1.21459418091244	1.82654037485699	4.17909718131878	0.000144514900000000	-0.882351341047394	-0.00444539292020433
0.894174550110796	0.105825449889204	211.845708982523	1.21368903970570	1.82142735457542	4.17194884964814	0.000153810400000000	-0.881263749766976	-0.00443869785739267
0.892962479736486	0.107037520263514	214.272080975756	1.21277724387073	1.81635187855193	4.16478623156198	0.000139286200000000	-0.880167723566385	-0.00443019887982346
